,wid,age,country,gender,marital,parenthood,hmid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,value
1620,160,37,USA,m,married,y,55356,24h," My wife got hamburgers and beers on the way home from work yesterday, so we had a delicious dinner at the end of the week "," My wife got hamburgers and beers on the way home from work yesterday, so we had a delicious dinner at the end of the week ",True,1,affection,affection,1
1621,160,37,USA,m,married,y,56356,24h," My kids slept a little later than usual for a Saturday, so we all woke up feeling pretty well rested and in good moods "," My kids slept a little later than usual for a Saturday, so we all woke up feeling pretty well rested and in good moods ",True,1,affection,affection,1
1622,160,37,USA,m,married,y,86477,3m,"After being stumped on it for a while, I finally thought of a good Mother's Day gift for my mom.","After being stumped on it for a while, I finally thought of a good Mother's Day gift for my mom.",True,1,affection,affection,1
1624,160,37,USA,m,married,y,125397,24h,My one-year-old son brightened up when I came home from work and gave me a big running hug when I walked in the door.,My one-year-old son brightened up when I came home from work and gave me a big running hug when I walked in the door.,True,1,affection,affection,1
1625,160,37,USA,m,married,y,128187,24h,"After struggling to come up with something for a while, I finally thought of a good Father's Day present for my dad.","After struggling to come up with something for a while, I finally thought of a good Father's Day present for my dad.",True,1,affection,affection,1
1631,161,53,USA,f,married,y,73757,3m,I was very happy when I saw one of my brothers two months ago who I hadn't seen in months.,I was very happy when I saw one of my brothers two months ago who I hadn't seen in months.,True,1,affection,affection,1
1634,161,53,USA,f,married,y,107168,3m,I was amazingly happy when two of my children graduated this weekend.,I was amazingly happy when two of my children graduated this weekend.,True,1,affection,affection,1
1636,161,53,USA,f,married,y,118078,24h,I was very happy when my son's school let me replace a lost English book with an Amazon version for $15 instead of paying $85.,I was very happy when my son's school let me replace a lost English book with an Amazon version for $15 instead of paying $85.,True,1,affection,affection,1
1677,165,30,USA,m,married,y,33963,24h,i had helped my mother in cooking.,i had helped my mother in cooking.,True,1,affection,affection,1
1679,165,30,USA,m,married,y,46676,24h,i had helped my dad to plant some flowers in our garden.,i had helped my dad to plant some flowers in our garden.,True,1,affection,affection,1
1680,165,30,USA,m,married,y,68995,3m,i had helped my mother in cooking.,i had helped my mother in cooking.,True,1,affection,affection,1
1684,165,30,USA,m,married,y,103980,3m,i had helped my mother in cooking.,i had helped my mother in cooking.,True,1,affection,affection,1
1685,165,30,USA,m,married,y,109898,24h,i had helped my mother in cooking.,i had helped my mother in cooking.,True,1,affection,affection,1
1738,171,31,USA,m,married,n,34295,24h,i went for a nice long walk with my husband this morning.,i went for a nice long walk with my husband this morning.,True,1,affection,affection,1
1744,171,31,USA,m,married,n,65521,3m,My wife got a promotion at work which helps with the bills.,My wife got a promotion at work which helps with the bills.,True,1,affection,affection,1
1781,174,31,USA,m,married,y,52776,24h,My wife and I had passionate sex after a long hiatus due to caring for newborn. ,My wife and I had passionate sex after a long hiatus due to caring for newborn. ,True,1,affection,affection,1
1782,174,31,USA,m,married,y,53776,24h,"A website pulled a switch-a-roo on my wife when she tried to make a purchase with a special deal code, it wasn't a big deal and we had great laugh about her initial frustration. ","A website pulled a switch-a-roo on my wife when she tried to make a purchase with a special deal code, it wasn't a big deal and we had great laugh about her initial frustration. ",True,1,affection,affection,1
1783,174,31,USA,m,married,y,61486,3m,"When we cooked for the five cousins who came over on a Saturday to visit our daughter, everyone loved the food and company.","When we cooked for the five cousins who came over on a Saturday to visit our daughter, everyone loved the food and company.",True,1,affection,affection,1
1788,174,31,USA,m,married,y,112962,24h,"Having to sleep in a different room because my daughter was acting up, I was happy and surprised to see my wife come in right before I was about to turn in to sleep to bid me good night","Having to sleep in a different room because my daughter was acting up, I was happy and surprised to see my wife come in right before I was about to turn in to sleep to bid me good night",True,1,affection,affection,1
1798,176,26,USA,f,married,y,46401,24h,I found out my brother is coming for a week to visit and I haven't seen him in awhile.,I found out my brother is coming for a week to visit and I haven't seen him in awhile.,True,1,affection,affection,1
1841,181,44,USA,m,married,y,37840,24h,"What made me happy yesterday was the fact that I got to spend some quality time with my wife, we went to a play and a sportsman show.","What made me happy yesterday was the fact that I got to spend some quality time with my wife, we went to a play and a sportsman show.",True,1,affection,affection,1
1845,181,44,USA,m,married,y,67853,3m,My dad got invited to the state lottery celebration and he took me.,My dad got invited to the state lottery celebration and he took me.,True,1,affection,affection,1
1887,184,49,USA,f,married,y,76582,3m,My family and I got to see Guardians of the Galaxy 2 already.,My family and I got to see Guardians of the Galaxy 2 already.,True,1,affection,affection,1
1890,184,49,USA,f,married,y,118908,24h,"I had lunch with my son, who is out of school for the summer.","I had lunch with my son, who is out of school for the summer.",True,1,affection,affection,1
2024,196,30,USA,f,married,y,57897,24h,What made me happy in the last 24 hours is playing a video game with my nephew,What made me happy in the last 24 hours is playing a video game with my nephew,True,1,affection,affection,1
2027,196,30,USA,f,married,y,82408,3m,An event that made me happy in the last 3 months was seeing my sister have her baby.,An event that made me happy in the last 3 months was seeing my sister have her baby.,True,1,affection,affection,1
2079,205,54,USA,f,married,y,53207,24h,My dog looked at me and I gave him a hug.,My dog looked at me and I gave him a hug.,True,1,affection,affection,1
2081,205,54,USA,f,married,y,86603,3m,My dog sitting and looking me in the eyes at a certain hour each day in the evening. He gets in my face and stares at me. I tell him his is so good and he is a good boy. ,My dog sitting and looking me in the eyes at a certain hour each day in the evening. He gets in my face and stares at me. I tell him his is so good and he is a good boy. ,True,3,affection,affection,1
2090,207,42,USA,m,married,n,32003,24h,Smoking perfect pork shoulder for a family dinner.,Smoking perfect pork shoulder for a family dinner.,True,1,affection,affection,1
2091,207,42,USA,m,married,n,34527,24h,Cooking dinner for my wife.,Cooking dinner for my wife.,True,1,affection,affection,1
2094,207,42,USA,m,married,n,77570,3m,I helped my mother in law with some household projects that she is just too old to accomplish safely.,I helped my mother in law with some household projects that she is just too old to accomplish safely.,True,1,affection,affection,1
2096,207,42,USA,m,married,n,103345,3m,My wife cleaned the house for me. ,My wife cleaned the house for me. ,True,1,affection,affection,1
2098,207,42,USA,m,married,n,123808,24h,Greeting my wife when she came home from work.,Greeting my wife when she came home from work.,True,1,affection,affection,1
2137,213,30,USA,f,married,y,56847,24h,"My house is ""semi-clean""...haha by semi-clean I mean my husband dusted and wiped somethings down but it still needs the toys to be picked up. But what made me so happy is that he's trying. He never had to clean before but this past two weeks he's really stepped up.","My house is ""semi-clean""...haha by semi-clean I mean my husband dusted and wiped somethings down but it still needs the toys to be picked up. But what made me so happy is that he's trying. He never had to clean before but this past two weeks he's really stepped up.",True,3,affection,affection,1
2138,213,30,USA,f,married,y,70781,3m,"I found out I was pregnant with twins again, this will make baby #4 and #5 for us.","I found out I was pregnant with twins again, this will make baby #4 and #5 for us.",True,1,affection,affection,1
